Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Enabled LML Repair - North Seattle,Current Quantity LML Repair - North Seattle,New Quantity LML Repair - North Seattle,Stock Alert Enabled LML Repair - North Seattle,Stock Alert Count LML Repair - North Seattle,Price LML Repair - North Seattle,Enabled LML Repair - Seattle,Current Quantity LML Repair - Seattle,New Quantity LML Repair - Seattle,Stock Alert Enabled LML Repair - Seattle,Stock Alert Count LML Repair - Seattle,Price LML Repair - Seattle,Enabled LML Repair - West Seattle,Current Quantity LML Repair - West Seattle,New Quantity LML Repair - West Seattle,Stock Alert Enabled LML Repair - West Seattle,Stock Alert Count LML Repair - West Seattle,Price LML Repair - West Seattle,Modifier Set - Add Ons
FGUTYVYZEGQDFDVFVBRHZZ3S,Samsung A02S A025 A03S BATTERY,Regular,3244841,,,,,,,,unavailable,Physical good,,,,,,,,8.94,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
TIJMUGU7VMWTG2XNDFVVDVFO,Samsung A037U A03S A037M SCREEN,Regular,C051840,,,,,,,,unavailable,Physical good,,,,,,N,N,15.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,2,,,,,N
YYWQQW3DKFLKGSQV6UPWVL2T,Samsung A037U SCREEN,Regular,732293P,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,0,,,,,N
UTVKC4EULEISNBARTQ4HXWXE,Samsung A10E / A20E / A202 / A102 SCREEN,Regular,E841522,,,,,,,,unavailable,Physical good,,,,,,,,14.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
E6ABHRRBW3LCFZCN3UPNVR2M,Samsung A10S SCREEN,Regular,N602022,,,,,,,,unavailable,Physical good,,,,,,,,15.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
OWVABJA3U6P5L5JO5BTJ54P2,Samsung A11 / A115U / A115A SCREEN,Regular,437345W,,,,,,,,unavailable,Physical good,,,,,,N,N,15.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
RCP4N2UWWNNVUGLEDWMOITLF,Samsung A11 A115 BATTERY,Regular,2463893,,,,,,,,unavailable,Physical good,,,,,,,,8.27,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
DR7UDMGXMQDPGSAUTHUNTMY6,Samsung A12 SCREEN,Regular,455374P,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
OYF2Y24WL4T4YA6PLG2U4KXX,Samsung A13 4g / A135 SCREEN,Regular,P009549,,,,,,,,unavailable,Physical good,,,,,,,,15.75,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
LXJFRUGPFL2NHUOJARO2KNPN,Samsung A13 5g / A136U SCREEN,Regular,K176564,,,,,,,,unavailable,Physical good,,,,,,,,44.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
SYB5I7Z2DC4X7HNCCOYVAZC3,Samsung A14 5g / A146U SCREEN,Regular,F821092,,,,,,,,unavailable,Physical good,,,,,,,,15.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
P7WMXO6VLANNGNMKJBDLLIKH,Samsung A20 / A205 SCREEN,Regular,751058J,,,,,,,,unavailable,Physical good,,,,,,N,N,12.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
M6Y3JXR7RZNJRAZIKIKX646T,Samsung A20E / A10E A202 A102 BATTERY,Regular,102377K,,,,,,,,unavailable,Physical good,,,,,,,,10.21,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
MGYIDX66KNPKZD42BV5RDNYV,Samsung A20E / A202 Screen,Regular,8172445,ALL COLORS,,,,,,,unavailable,Physical good,,,,,,N,N,13.57,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
6GEHT4D73RDPFE67BHI7O7AP,Samsung A21 / A215 SCREEN,Regular,583173Z,,,,,,,,unavailable,Physical good,,,,,,,,13.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
OBX7Z644MMGFQT5ZLRRRZKL2,Samsung A21 A215 A10s A107 BATTERY,Regular,257077P,,,,,,,,unavailable,Physical good,,,,,,,,8.04,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
ANZ2P3LYJZNAGD2UKF3QF3VD,Samsung A22 4g SCREEN,Regular,S273676,,,,,,,,unavailable,Physical good,,,,,,,,29.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
CJHYC43VZWHFAQ7YM625JYKB,Samsung A22 5G A226 BATTERY,Regular,P551770,,,,,,,,unavailable,Physical good,,,,,,,,9.82,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
ERYQU5FGPCMAQWTUMRGFCAEE,Samsung A22 5g SCREEN,Regular,D916261,,,,,,,,unavailable,Physical good,,,,,,,,18.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
2SY62DLFRSZIKS4WOONAZN2H,Samsung A30 / A305 SCREEN,Regular,4143028,,,,,,,,unavailable,Physical good,,,,,,,,14.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
AFAVIZARMMIBHARHGDQJJF4B,Samsung A32 5g SCREEN,Regular,846439K,,,,,,,,unavailable,Physical good,,,,,,,,12.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
TEVGL6R5AVTEE2KS4XBJA5T2,Samsung A42 5g / A426 SCREEN,Regular,283257K,,,,,,,,unavailable,Physical good,,,,,,,,46.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
DZ6B52F6MGSMOLJIV3HS2RNX,Samsung A50 SCREEN,Regular,869638G,,,,,,,,unavailable,Physical good,,,,,,,,12.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
A2PLGPQSDHX46ORCV6EMMYI2,Samsung A51 4G A515 BATTERY,Regular,398511G,,,,,,,,unavailable,Physical good,,,,,,,,8.14,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
A5KY76LZRYRNE2BMAGHIXFAZ,Samsung A516 OLED SCREEN,Regular,948461Q,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,Y,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
UP52KDPFEORFTVJY2BULWIPH,Samsung A526 / A52 4g 5g SCREEN,Regular,G774344,,,,,,,,unavailable,Physical good,,,,,,,,23.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
E55NKINBM7ZVT5CNWO2A47ZU,Samsung A53 5g A536 BATTERY,Regular,968048Z,,,,,,,,unavailable,Physical good,,,,,,,,7.83,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
KZWDVOVL5Q5IVLGVBUM66AX6,Samsung A70 A705 BATTERY,Regular,186314L,,,,,,,,unavailable,Physical good,,,,,,,,6.81,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
MTS62LH7MBR2LU4CYMEWC4VD,Samsung A70 SCREEN,Regular,C338221,,,,,,,,unavailable,Physical good,,,,,,,,variable,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
YLTFWDYWYWJKZT2EECNUYJBR,Samsung A71 5g / A716 SCREEN,Regular,932882S,,,,,,,,unavailable,Physical good,,,,,,,,46.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
FJ4B5K25SFHX3HFAJEECMJZA,Samsung A72 (A725 / 2021)  Screen | Repair Kit,Regular,,"<p><em>The &#34;Samsung A72 (A725 / 2021) Screen Repair Kit&#34; provides all the necessary tools and components to replace a damaged screen on the Samsung Galaxy A72 smartphone. This comprehensive kit typically includes a high-quality replacement screen, adhesive, and various tools for disassembly and reassembly, ensuring a professional-grade repair with minimal hassle. Ideal for restoring your phone’s display to its original condition.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,,,,visible,Physical good,,,,Y,N,N,N,68.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
HIQ3I7WCIA6YJGVPSRPQWDFF,Samsung Battery S20 ULTRA BATTERY,Regular,469916W,,,,,,,,unavailable,Physical good,,,,,,N,N,6.95,,Y,,,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
SE3DXYJGXX7HFUTZ7PXERRFN,Samsung Galaxy A01  Screen | Repair Kit,Regular,,"<p><em>This comprehensive repair kit is designed for the Samsung Galaxy A01, offering all the essential tools and components needed to replace a damaged screen. It typically includes a high-quality replacement LCD screen, adhesive strips, a set of precision tools (such as screwdrivers and prying tools), and a detailed installation guide. Ideal for DIY repairs, this kit helps restore your device to its original condition, ensuring optimal display performance and touch sensitivity.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"This comprehensive repair kit is designed for the Samsung Galaxy A01, offering all the essential tools and components needed to replace a damaged screen. It typically includes a high-quality replacement LCD screen, adhesive strips, a set of precision tools (such as screwdrivers and prying tools), and a detailed installation guide. Ideal for DIY repairs, this kit helps restore your device to its original condition, ensuring optimal display performance and touch sensitivity.",,,visible,Physical good,,,,Y,N,N,N,57.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
TLJFB3DU4GKNEWICHUO6V72H,Samsung Galaxy A01 Core (A013 / 2020)   Screen | Repair Kit,Regular,,"<p><em>This repair kit is designed specifically for the Samsung Galaxy A01 Core (A013 / 2020). It includes everything you need to replace a damaged or cracked screen, such as a high-quality LCD display panel, adhesive, and essential tools for installation. Perfect for DIY repairs, this kit ensures your phone’s screen is restored to its original clarity and functionality. Make sure to follow the included instructions carefully or seek professional assistance for optimal results.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,,,,visible,Physical good,,,,Y,N,N,N,49.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
RZRRWHQ5LCEDV7OF6OT3F7MJ,Samsung Galaxy A02 (A022 / 2020)  Screen | Repair Kit,Regular,,"<p><em>This repair kit is designed specifically for the Samsung Galaxy A02 (model A022, released in 2020). It includes a high-quality replacement screen to restore your device’s display to its original clarity. The kit comes with all necessary tools for a complete and straightforward repair, making it ideal for DIY enthusiasts or professional technicians. It ensures a perfect fit and maintains the functionality of touch sensitivity and screen resolution.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,,,,visible,Physical good,,,,Y,N,N,N,49.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
5ZBZWXSEVZJ5ILPIMPL4OCEO,Samsung Galaxy A02S (A025F / 2020) Screen | Repair Kit,Regular,,"<p><em>The &#34;Samsung Galaxy A02S (A025F / 2020) Screen | Repair Kit&#34; is a comprehensive package designed for repairing the screen of the Samsung Galaxy A02S smartphone. It typically includes a high-quality replacement screen, necessary tools for the repair, and adhesive strips to ensure a secure fit. Ideal for fixing issues such as cracks, dead pixels, or display malfunctions, this kit provides everything needed to restore your device&#39;s display to its original condition.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,,,,visible,Physical good,,,,Y,N,N,N,48.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
3JVP6YYVILGWJYPLPA2U7K2N,Samsung Galaxy A03 (A035 / 2021) Screen | Repair Kit,Regular,,"<p><em>This screen repair kit is designed for the Samsung Galaxy A03 (model A035, 2021). It includes a high-quality replacement screen with the necessary tools and adhesive to help you perform a successful screen replacement. Ideal for fixing issues like cracked screens, unresponsive touch, or display problems. The kit ensures a seamless repair process with easy-to-follow instructions for a professional finish.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"This screen repair kit is designed for the Samsung Galaxy A03 (model A035, 2021). It includes a high-quality replacement screen with the necessary tools and adhesive to help you perform a successful screen replacement. Ideal for fixing issues like cracked screens, unresponsive touch, or display problems. The kit ensures a seamless repair process with easy-to-follow instructions for a professional finish.",,,visible,Physical good,,,,Y,N,N,N,49.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
4P4SNYETI5RZZSQE5UE6GMCA,Samsung Galaxy A03 Core (A032 / 2021) Screen | Repair Kit,Regular,,"<p><em>The Samsung Galaxy A03 Core (A032 / 2021) Screen Repair Kit is a comprehensive solution for fixing cracked or damaged screens on the Galaxy A03 Core smartphone. The kit typically includes a high-quality replacement screen, along with essential tools and instructions for a successful repair. Ideal for DIY enthusiasts or professionals, this repair kit ensures that your phone&#39;s display is restored to its original clarity and functionality.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"The Samsung Galaxy A03 Core (A032 / 2021) Screen Repair Kit is a comprehensive solution for fixing cracked or damaged screens on the Galaxy A03 Core smartphone. The kit typically includes a high-quality replacement screen, along with essential tools and instructions for a successful repair. Ideal for DIY enthusiasts or professionals, this repair kit ensures that your phone's display is restored to its original clarity and functionality.",,,visible,Physical good,,,,Y,N,N,N,48.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
L2EVUBDZRD5WSCOMPOZ6WHGN,Samsung Galaxy A04E (A042 / 2022)  Screen | Repair Kit,Regular,,"<p><em>The Samsung Galaxy A04E (A042 / 2022) Screen Repair Kit includes all the essential components and tools needed to replace a damaged or broken screen on your Samsung Galaxy A04E. This kit typically features a high-quality replacement screen, adhesive, and a set of tools for precise installation. Designed for DIY repairs, it helps restore your device to its original condition with minimal hassle. Ideal for those experiencing issues such as cracks, unresponsiveness, or display malfunctions.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,,,,visible,Physical good,,,,Y,N,N,N,48.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
D2D7V6J7YEBUI6IU3N4OPSCH,Samsung Galaxy A04S (A047 / 2022) Screen | Repair Kit,Regular,,"<p><em>The Samsung Galaxy A04S (A047 / 2022) Screen Repair Kit is a comprehensive solution for replacing a damaged or cracked screen on your Samsung Galaxy A04S. This kit includes a high-quality replacement screen, essential tools for the repair process, and step-by-step instructions to guide you through the installation. Ideal for DIY enthusiasts, it ensures a seamless repair experience, restoring your phone to its original condition.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,,,,visible,Physical good,,,,Y,N,N,N,48.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
FD3TBUVJ3AFWQ4N7UZGM33PL,Samsung Galaxy A05 (A055 / 2023)  Screen | Repair Kit,Regular,,"<p><em>This comprehensive repair kit is designed for the Samsung Galaxy A05 (A055 / 2023) model, providing all the necessary tools and components to replace a damaged or cracked screen. It includes a high-quality replacement screen, adhesive strips, a precision screwdriver set, and various prying tools for a smooth and effective repair process. Ideal for DIY enthusiasts and professional technicians, this kit ensures a seamless restoration of your device&#39;s display to its original condition.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,,,,visible,Physical good,,,,Y,N,N,N,48.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
HTG5XELH5X7PNZEQZTG55GGL,Samsung Galaxy A05s (A057 / 2023)  Screen | Repair Kit,Regular,,"<p><em>This comprehensive repair kit is designed specifically for the Samsung Galaxy A05s (A057 / 2023). It includes a high-quality replacement screen, essential tools for installation, and detailed instructions to guide you through the repair process. Ideal for fixing cracked or damaged screens, this kit ensures a precise fit and restores your device to its original condition.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"This comprehensive repair kit is designed specifically for the Samsung Galaxy A05s (A057 / 2023). It includes a high-quality replacement screen, essential tools for installation, and detailed instructions to guide you through the repair process. Ideal for fixing cracked or damaged screens, this kit ensures a precise fit and restores your device to its original condition.",,,visible,Physical good,,,,Y,N,N,N,47.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
6D4LUPZRWKSKOY6SYKQZD374,Samsung Galaxy A10 (A105 / 2019) Screen | Repair Kit,Regular,,"<p><em>The &#34;Samsung Galaxy A10 (A105 / 2019) Screen Repair Kit&#34; is a comprehensive solution designed for replacing damaged screens on the Samsung Galaxy A10. This kit includes a high-quality LCD display and a touch digitizer, ensuring clear visuals and responsive touch functionality. It also comes with all the necessary tools for a smooth repair process, such as screwdrivers, prying tools, and adhesive strips. Ideal for DIY enthusiasts and technicians, this repair kit provides everything needed to restore your phone to its original condition.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,,,,visible,Physical good,,,,Y,N,N,N,13.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
4R6HONCIQ6F6ZKAVSZUKPWFD,Samsung Galaxy A10s (A107 / 2019)  Screen | Repair Kit,Regular,,"<p><em>This repair kit is designed specifically for the Samsung Galaxy A10s (model A107) released in 2019. It includes all necessary components to replace a damaged or cracked screen, ensuring your device looks and functions like new. The kit typically features a high-quality replacement screen, tools for disassembly, and adhesive strips for secure attachment. Ideal for DIY repairs, it helps restore your phone&#39;s display to its original clarity and touch sensitivity.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"This repair kit is designed specifically for the Samsung Galaxy A10s (model A107) released in 2019. It includes all necessary components to replace a damaged or cracked screen, ensuring your device looks and functions like new. The kit typically features a high-quality replacement screen, tools for disassembly, and adhesive strips for secure attachment. Ideal for DIY repairs, it helps restore your phone's display to its original clarity and touch sensitivity.",,,visible,Physical good,,,,Y,N,N,N,49.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
G4TD73MNKAKUCNQHKMSRS3FU,Samsung Galaxy A13 5G (A136U / 2021)  Screen | Repair Kit,Regular,,"<p><em>The Samsung Galaxy A13 5G (A136U / 2021) Screen Repair Kit is designed for replacing a damaged or cracked screen on the Galaxy A13 5G. This comprehensive kit includes a high-quality replacement screen, necessary tools for installation, and adhesive strips for secure attachment. Ideal for DIY repairs, it ensures that your phone’s display functions like new, restoring vibrant visuals and touch sensitivity.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"The Samsung Galaxy A13 5G (A136U / 2021) Screen Repair Kit is designed for replacing a damaged or cracked screen on the Galaxy A13 5G. This comprehensive kit includes a high-quality replacement screen, necessary tools for installation, and adhesive strips for secure attachment. Ideal for DIY repairs, it ensures that your phone’s display functions like new, restoring vibrant visuals and touch sensitivity.",,,visible,Physical good,,,,Y,N,N,N,49.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
52QQWA5EYAUYVQKNU6FY7BP4,Samsung Galaxy A13s 5G (A137 / 2022)  Screen | Repair Kit,Regular,,"<p><em>The &#34;Samsung Galaxy A13s 5G (A137 / 2022) Screen Repair Kit&#34; is a comprehensive solution designed for replacing or repairing the screen of your Samsung Galaxy A13s 5G. This kit typically includes a high-quality replacement screen, essential tools for disassembly and installation, and step-by-step instructions to guide you through the repair process. Ideal for those who want to restore their phone’s display to its original condition or fix issues such as cracks, dead pixels, or unresponsive touchscreens.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,,,,visible,Physical good,,,,Y,N,N,N,84.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
2E5TAKP4OICVFZ25BFCZVEMD,Samsung Galaxy A20 (A205 / 2019)  Screen | Repair Kit,Regular,,"<p><em>Revitalize your Samsung Galaxy A20 with this comprehensive screen repair kit. Designed specifically for the A20 model, this kit includes a high-quality replacement screen, precision tools, and adhesive strips to ensure a seamless repair. Perfect for addressing cracked or damaged displays, the kit allows you to restore your phone to its original condition with ease. Whether you&#39;re a DIY enthusiast or a professional technician, this repair kit provides everything needed for a successful screen replacement.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,,,,visible,Physical good,,,,Y,N,N,N,51.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
R33MT5ZCPEEJQY3H4N5MTNJU,Samsung Galaxy A20S (A207 / 2019)   Screen | Repair Kit,Regular,,"<p><em>This comprehensive repair kit is designed for replacing the screen on your Samsung Galaxy A20S (model A207, 2019). It includes a high-quality replacement screen that restores the clarity and responsiveness of your device&#39;s display, ensuring vibrant visuals and smooth touch interaction. The kit comes with all necessary tools and adhesives for a straightforward repair process. Ideal for DIY enthusiasts or professional technicians, this repair kit helps you restore your Galaxy A20S to its original condition, extending the life of your phone.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"This comprehensive repair kit is designed for replacing the screen on your Samsung Galaxy A20S (model A207, 2019). It includes a high-quality replacement screen that restores the clarity and responsiveness of your device's display, ensuring vibrant visuals and smooth touch interaction. The kit comes with all necessary tools and adhesives for a straightforward repair process. Ideal for DIY enthusiasts or professional technicians, this repair kit helps you restore your Galaxy A20S to its original condition, extending the life of your phone.",,,visible,Physical good,,,,Y,N,N,N,49.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
SIQX7IOHR7PLZ5M2WAJMC56Y,Samsung Galaxy A20e (A202 / 2019)   Screen | Repair Kit,Regular,,"<p><em>This comprehensive repair kit is designed for the Samsung Galaxy A20e (model A202, 2019) and includes everything you need to replace a cracked or damaged screen. The kit features a high-quality replacement screen, along with essential tools such as screwdrivers, prying tools, and adhesive strips. Ideal for DIY repairs, it helps restore your phone to its original condition, ensuring full functionality and a like-new appearance. With detailed instructions included, even those new to phone repairs can confidently complete the replacement process.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,,,,visible,Physical good,,,,Y,N,N,N,42.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
6WEKWXWHIOZGF23Y4RK5CXFY,Samsung Galaxy A21 (A215 / 2020)   Screen | Repair Kit,Regular,,"<p><em>The &#34;Samsung Galaxy A21 (A215 / 2020) Screen Repair Kit&#34; is a comprehensive solution for replacing a damaged or cracked screen on your Samsung Galaxy A21. This kit includes a high-quality replacement screen designed to match the original display in terms of clarity and touch sensitivity. It comes with all necessary tools for a successful repair, including screwdrivers, a suction cup, and prying tools. Ideal for DIY enthusiasts, this repair kit allows you to restore your device to its original condition without the need for professional assistance.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"The ""Samsung Galaxy A21 (A215 / 2020) Screen Repair Kit"" is a comprehensive solution for replacing a damaged or cracked screen on your Samsung Galaxy A21. This kit includes a high-quality replacement screen designed to match the original display in terms of clarity and touch sensitivity. It comes with all necessary tools for a successful repair, including screwdrivers, a suction cup, and prying tools. Ideal for DIY enthusiasts, this repair kit allows you to restore your device to its original condition without the need for professional assistance.",,,visible,Physical good,,,,Y,N,N,N,51.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
LK7FVWNIPOREQVNKIBEVOEUD,Samsung Galaxy A21s (A217 / 2020)  Screen | Repair Kit,Regular,,"<p><em>This repair kit is designed for the Samsung Galaxy A21s (model A217, 2020). It includes a high-quality replacement screen to restore your device&#39;s display to its original clarity and functionality. The kit typically contains the replacement screen, necessary tools for installation, and detailed instructions to guide you through the repair process. Ideal for fixing cracked or damaged screens, this kit offers a cost-effective solution to get your phone back in top shape.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,,,,visible,Physical good,,,,Y,N,N,N,50.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
OU2D4C4T2COM5TBPWEODMNMI,Samsung Galaxy A22 4G (A225 / 2021) Screen | Repair Kit,Regular,,"<p><em>This repair kit is designed for the Samsung Galaxy A22 4G (model A225, released in 2021). It includes a high-quality replacement screen, along with essential tools and adhesive needed for a successful repair. Ideal for fixing cracked or malfunctioning displays, this kit ensures a smooth and reliable replacement process, restoring your device to its original clarity and functionality.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"This repair kit is designed for the Samsung Galaxy A22 4G (model A225, released in 2021). It includes a high-quality replacement screen, along with essential tools and adhesive needed for a successful repair. Ideal for fixing cracked or malfunctioning displays, this kit ensures a smooth and reliable replacement process, restoring your device to its original clarity and functionality.",,,visible,Physical good,,,,Y,N,N,N,63.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
2NSMTDNYBBHYJZOAGXWBBFAN,Samsung Galaxy A22 5G (A226 / 2021)Screen | Repair Kit,Regular,,"<p><em>The Samsung Galaxy A22 5G (A226 / 2021) Screen Repair Kit provides everything needed to replace a damaged or cracked screen on your Galaxy A22 5G. The kit typically includes a high-quality replacement LCD or AMOLED screen, essential tools for disassembly (like screwdrivers, prying tools, and suction cups), and adhesive strips for securing the new screen. This repair kit ensures you can restore your phone&#39;s display to its original clarity and functionality, offering a cost-effective solution compared to professional repairs.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"The Samsung Galaxy A22 5G (A226 / 2021) Screen Repair Kit provides everything needed to replace a damaged or cracked screen on your Galaxy A22 5G. The kit typically includes a high-quality replacement LCD or AMOLED screen, essential tools for disassembly (like screwdrivers, prying tools, and suction cups), and adhesive strips for securing the new screen. This repair kit ensures you can restore your phone's display to its original clarity and functionality, offering a cost-effective solution compared to professional repairs.",,,visible,Physical good,,,,Y,N,N,N,61.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
FLJAQW6SWMOKR4WN2XBK24T2,Samsung Galaxy A23 (A235 / 2022) Screen | Repair Kit,Regular,,"<p><em>Easily restore your Samsung Galaxy A23 (A235 / 2022) with this complete screen repair kit. It includes a high-quality replacement screen, precision tools, adhesive, and step-by-step instructions, ensuring a smooth repair process. Ideal for fixing cracked, shattered, or unresponsive screens, this kit provides everything needed for a professional-grade repair, even for beginners.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,,,,visible,Physical good,,,,Y,N,N,N,61.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
E42A3EAVPFB7JU6RKFFL6UHQ,Samsung Galaxy A24 4G (A245 / 2023) Screen | Repair Kit,Regular,,"<p><em>The Samsung Galaxy A24 4G (A245 / 2023) Screen Repair Kit includes all the tools and components necessary to replace the screen of your Galaxy A24 4G smartphone. This comprehensive kit features a high-quality replacement screen, precision tools, adhesive strips, and step-by-step instructions, ensuring a seamless and efficient repair process. Perfect for addressing screen cracks, display issues, or touch sensitivity problems, this kit empowers you to restore your device to its original condition with ease.</em></p>",Samsung > Galaxy A,Samsung > Galaxy A,,"The Samsung Galaxy A24 4G (A245 / 2023) Screen Repair Kit includes all the tools and components necessary to replace the screen of your Galaxy A24 4G smartphone. This comprehensive kit features a high-quality replacement screen, precision tools, adhesive strips, and step-by-step instructions, ensuring a seamless and efficient repair process. Perfect for addressing screen cracks, display issues, or touch sensitivity problems, this kit empowers you to restore your device to its original condition with ease.",,,visible,Physical good,,,,Y,N,N,N,109.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
